序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
506960,="11:57:26.036",0x222466A,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506961,="11:57:26.036",0x222467E,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506962,="11:57:26.036",0x2224692,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 16 
506963,="11:57:26.036",0x22246A6,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506964,="11:57:26.036",0x22246AF,ch1,接收,0x0C19A7A1,数据帧,扩展帧,0x08,x| 02 00 00 00 00 00 00 00 
506965,="11:57:26.036",0x22246BB,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| A5 12 A5 12 AA 00 00 00 
506966,="11:57:26.036",0x222470A,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506967,="11:57:26.036",0x222471E,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 33 
506968,="11:57:26.036",0x2224730,ch1,接收,0x1807E5F4,数据帧,扩展帧,0x08,x| 0D B0 00 C8 01 FF FF FF 
506969,="11:57:26.036",0x2224735,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506970,="11:57:26.036",0x222473B,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 6C 33 10 27 C1 00 00 02 
506971,="11:57:26.036",0x2224740,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 2B 00 00 00 00 00 00 D4 
506972,="11:57:26.036",0x2224746,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506973,="11:57:26.036",0x222474C,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 46 24 15 2A 15 28 15 B9 
506974,="11:57:26.036",0x2224752,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0C 00 00 FF FF FF FF F3 
506975,="11:57:26.036",0x222475A,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 17 
506976,="11:57:26.036",0x222476E,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506977,="11:57:26.036",0x2224783,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 00 00 00 00 00 00 
506978,="11:57:26.036",0x22247D2,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
506979,="11:57:26.036",0x22247E6,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 34 
506980,="11:57:26.036",0x22247FA,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506981,="11:57:26.036",0x222480E,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506982,="11:57:26.036",0x2224822,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 18 
506983,="11:57:26.036",0x2224835,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506984,="11:57:26.036",0x222484A,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
506985,="11:57:26.036",0x222489A,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
506986,="11:57:26.036",0x22248AD,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 35 
506987,="11:57:26.036",0x22248C2,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506988,="11:57:26.036",0x22248D6,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506989,="11:57:26.036",0x22248E9,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 19 
506990,="11:57:26.036",0x22248FD,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506991,="11:57:26.036",0x2224912,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 35 
506992,="11:57:26.036",0x222491F,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 59 28 47 
506993,="11:57:26.036",0x2224925,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 5A 28 58 28 
506994,="11:57:26.036",0x222492A,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 25 45 FF FF FF FF FF DA 
506995,="11:57:26.036",0x2224930,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
506996,="11:57:26.036",0x2224939,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0D 00 00 FF FF FF FF F2 
506997,="11:57:26.036",0x2224961,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506998,="11:57:26.036",0x2224975,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 36 
506999,="11:57:26.036",0x2224989,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507000,="11:57:26.036",0x222499D,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507001,="11:57:26.036",0x22249B1,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 1A 
507002,="11:57:26.036",0x22249C5,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507003,="11:57:26.036",0x22249DA,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 5A 27 68 33 4F 80 
507004,="11:57:26.036",0x2224A29,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
507005,="11:57:26.036",0x2224A3D,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 37 
507006,="11:57:26.036",0x2224A51,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507007,="11:57:26.036",0x2224A65,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507008,="11:57:26.036",0x2224A79,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 1B 
507009,="11:57:26.036",0x2224A8D,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507010,="11:57:26.036",0x2224AA1,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| A5 12 A5 12 AA 00 00 00 
507011,="11:57:26.036",0x2224AF1,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
507012,="11:57:26.036",0x2224B05,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 38 
507013,="11:57:26.036",0x2224B13,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 6C 33 10 27 C1 00 00 02 
507014,="11:57:26.036",0x2224B18,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 49 27 15 29 15 23 15 B6 
507015,="11:57:26.036",0x2224B1E,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507016,="11:57:26.036",0x2224B24,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0E 00 00 FF FF FF FF F1 
507017,="11:57:26.036",0x2224B2A,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 31 00 00 00 00 00 00 CE 
507018,="11:57:26.036",0x2224B2F,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507019,="11:57:26.036",0x2224B41,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 1C 
507020,="11:57:26.036",0x2224B54,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507021,="11:57:26.036",0x2224B69,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 00 00 00 00 00 00 
507022,="11:57:26.036",0x2224BB9,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
507023,="11:57:26.036",0x2224BCD,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 39 
507024,="11:57:26.036",0x2224BE1,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507025,="11:57:26.036",0x2224BF5,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507026,="11:57:26.036",0x2224C08,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 1D 
507027,="11:57:26.036",0x2224C1C,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507028,="11:57:26.036",0x2224C31,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
507029,="11:57:26.036",0x2224C80,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
507030,="11:57:26.036",0x2224C94,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 3A 
507031,="11:57:26.036",0x2224CA8,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507032,="11:57:26.036",0x2224CBC,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507033,="11:57:26.036",0x2224CD0,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 1E 
507034,="11:57:26.036",0x2224CE4,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507035,="11:57:26.036",0x2224CF9,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 3A 
507036,="11:57:26.036",0x2224D0D,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 59 28 47 
507037,="11:57:26.036",0x2224D12,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 5A 28 58 28 
507038,="11:57:26.036",0x2224D18,ch1,接收,0x180128F4,数据帧,扩展帧,0x08,x| 13 45 18 44 19 44 1A 44 
507039,="11:57:26.036",0x2224D1D,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 01 44 45 45 45 44 46 FE 
507040,="11:57:26.036",0x2224D23,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
507041,="11:57:26.036",0x2224D29,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0F 00 00 FF FF FF FF F0 
507042,="11:57:26.036",0x2224D48,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
507043,="11:57:26.036",0x2224D5C,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 3B 
507044,="11:57:26.036",0x2224D70,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507045,="11:57:26.036",0x2224D84,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507046,="11:57:26.036",0x2224D98,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 1F 
507047,="11:57:26.036",0x2224DAC,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507048,="11:57:26.036",0x2224DC0,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 5A 27 6D 33 4F 80 
507049,="11:57:26.036",0x2224E10,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
507050,="11:57:26.036",0x2224E24,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 3C 
507051,="11:57:26.036",0x2224E38,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507052,="11:57:26.036",0x2224E4C,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507053,="11:57:26.036",0x2224E60,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 20 
507054,="11:57:26.036",0x2224E74,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507055,="11:57:26.036",0x2224E88,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| A5 12 A5 12 AA 00 00 00 
507056,="11:57:26.036",0x2224ED8,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
507057,="11:57:26.036",0x2224EEC,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 3D 
507058,="11:57:26.036",0x2224F00,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507059,="11:57:26.036",0x2224F05,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 4C 23 15 27 15 29 15 B3 
507060,="11:57:26.036",0x2224F0A,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 6C 33 10 27 C1 00 00 02 
507061,="11:57:26.036",0x2224F10,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 37 00 00 00 00 00 00 C8 
507062,="11:57:26.036",0x2224F16,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507063,="11:57:26.036",0x2224F1C,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
507064,="11:57:26.036",0x2224F21,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 01 2B 15 24 22 0D 2E FE 
507065,="11:57:26.036",0x2224F27,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 02 47 09 02 00 00 00 FD 
507066,="11:57:26.036",0x2224F2C,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 21 
507067,="11:57:26.036",0x2224F32,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 03 03 02 13 10 CA 14 FC 
507068,="11:57:26.036",0x2224F38,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 04 01 00 FF FF 60 25 FB 
507069,="11:57:26.036",0x2224F3D,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507070,="11:57:26.036",0x2224F43,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 05 23 07 06 05 40 01 FA 
507071,="11:57:26.036",0x2224F48,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 06 0B 23 28 1E 3C 44 F9 
507072,="11:57:26.036",0x2224F4E,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 07 1D 01 00 00 F4 01 F8 
507073,="11:57:26.036",0x2224F53,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 00 00 00 00 00 00 
507074,="11:57:26.036",0x2224F59,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 09 FA 00 00 00 00 00 F6 
507075,="11:57:26.036",0x2224F5F,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 08 01 01 B0 0A 10 0E F7 
507076,="11:57:26.036",0x2224F64,ch1,接收,0x18FF90D2,数据帧,扩展帧,0x08,x| F0 F7 FF FF FF FF FF D2 
507077,="11:57:26.036",0x2224F6A,ch1,接收,0x18FF90D2,数据帧,扩展帧,0x08,x| A5 FF FF FF CF FF FF D2 
507078,="11:57:26.036",0x2224F70,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 10 00 00 FF FF FF FF EF 
507079,="11:57:26.036",0x2224F9F,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
507080,="11:57:26.036",0x2224FB3,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 3E 
507081,="11:57:26.036",0x2224FC7,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507082,="11:57:26.036",0x2224FDB,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507083,="11:57:26.036",0x2224FEF,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 22 
507084,="11:57:26.036",0x2225003,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507085,="11:57:26.036",0x2225018,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
507086,="11:57:26.036",0x2225067,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
507087,="11:57:26.036",0x222507B,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 3F 
507088,="11:57:26.036",0x222508F,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507089,="11:57:26.036",0x22250A3,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507090,="11:57:26.036",0x22250B7,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 23 
507091,="11:57:26.036",0x22250CB,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507092,="11:57:26.036",0x22250E0,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 3F 
507093,="11:57:26.036",0x22250F7,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 59 28 47 
507094,="11:57:26.036",0x22250FC,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 5A 28 58 28 
507095,="11:57:26.036",0x2225102,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 07 44 44 44 44 44 45 F8 
507096,="11:57:26.036",0x2225107,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
507097,="11:57:26.036",0x222510D,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 11 00 00 FF FF FF FF EE 
507098,="11:57:26.036",0x222512F,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
507099,="11:57:26.036",0x2225143,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 40 
507100,="11:57:26.036",0x2225157,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507101,="11:57:26.036",0x222516B,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507102,="11:57:26.036",0x222517F,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 24 
507103,="11:57:26.036",0x2225193,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507104,="11:57:26.036",0x22251A7,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 5A 27 68 33 4F 80 
507105,="11:57:26.036",0x22251F7,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
507106,="11:57:26.036",0x222520B,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 41 
507107,="11:57:26.036",0x222521F,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507108,="11:57:26.036",0x2225233,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507109,="11:57:26.036",0x2225247,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 25 
507110,="11:57:26.036",0x222525A,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507111,="11:57:26.036",0x222526F,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| A5 12 A5 12 AA 00 00 00 
507112,="11:57:26.036",0x22252BE,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
507113,="11:57:26.036",0x22252D2,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 42 
507114,="11:57:26.036",0x22252E6,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507115,="11:57:26.036",0x22252F5,ch1,接收,0x1807E5F4,数据帧,扩展帧,0x08,x| 0D B0 00 C8 01 FF FF FF 
507116,="11:57:26.036",0x22252FB,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507117,="11:57:26.036",0x2225301,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 6C 33 10 27 C1 00 00 02 
507118,="11:57:26.036",0x2225307,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 3D 00 00 00 00 00 00 C2 
507119,="11:57:26.036",0x222530C,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 12 00 00 FF FF FF FF ED 
507120,="11:57:26.036",0x2225312,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 26 
507121,="11:57:26.036",0x2225317,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 4F 29 15 29 15 29 15 B0 
507122,="11:57:26.036",0x2225322,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507123,="11:57:26.036",0x2225337,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 00 00 00 00 00 00 
507124,="11:57:26.036",0x2225386,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
507125,="11:57:26.036",0x222539A,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 43 
507126,="11:57:26.036",0x22253AE,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507127,="11:57:26.036",0x22253C2,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507128,="11:57:26.036",0x22253D6,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 27 
507129,="11:57:26.036",0x22253EA,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507130,="11:57:26.036",0x22253FF,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
507131,="11:57:26.036",0x222544E,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
507132,="11:57:26.036",0x2225462,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 44 
507133,="11:57:26.036",0x2225476,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507134,="11:57:26.036",0x222548A,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507135,="11:57:26.036",0x222549E,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 28 
507136,="11:57:26.036",0x22254B2,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507137,="11:57:26.036",0x22254C7,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 44 
507138,="11:57:26.036",0x22254E5,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 59 28 47 
507139,="11:57:26.036",0x22254EB,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 5A 28 58 28 
507140,="11:57:26.036",0x22254F0,ch1,接收,0x180228F3,数据帧,扩展帧,0x08,x| 5E 5A 28 16 58 28 FF FF 
507141,="11:57:26.036",0x22254F6,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 0D 44 45 45 44 45 45 F2 
507142,="11:57:26.036",0x22254FB,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
507143,="11:57:26.036",0x2225501,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 01 00 00 FF FF FF FF FE 
507144,="11:57:26.036",0x2225516,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
507145,="11:57:26.036",0x222552A,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 45 
507146,="11:57:26.036",0x222553E,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
507147,="11:57:26.036",0x2225552,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
507148,="11:57:26.036",0x2225566,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 29 
507149,="11:57:26.036",0x2225579,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
507150,="11:57:26.036",0x222558E,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 5A 27 68 33 4F 80 
507151,="11:57:26.036",0x22255DD,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
507152,="11:57:26.036",0x22255F1,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 46 
